Marker	Genotype	Morex	Steptoe
ABC261	dh026	1	0
ABC261	dh027	0	1
ABC261	dh028	0	1
ABC261	dh029	1	0
ABC261	dh030	1	0
ABC261	dh031	1	0
ABC261	dh032	1	0
ABC261	dh033	1	0
ABC261	dh034	1	0
ABC261	dh035	0	1
ABC261	dh036	0	1
ABC261	dh037	0	1
ABC261	dh038	0	1
ABC261	dh039	0	1
ABC261	dh040	0	1
ABC261	dh041	1	0
ABC261	dh042	1	0
ABC261	dh043	1	0
ABC261	dh044	1	0
ABC261	dh045	0	1
ABC261	dh046	1	0
ABC261	dh047	0	1
ABC261	dh048	1	0
ABC261	dh049	0	1
ABC261	dh050	1	0
ABC261	dh051	1	0
ABC261	dh052	1	0
ABC261	dh053	1	0
ABC261	dh054	1	0
ABC261	dh055	0	1
ABC261	dh056	1	0
ABC261	dh057	1	0
ABC261	dh058	0	1
ABC261	dh059	1	0
ABC261	dh060	0	1
ABC261	dh061	0	1
ABC261	dh062	0	1
ABC261	dh063	1	0
ABC261	dh064	1	0
ABC261	dh065	1	0
ABC261	dh066	0	1
ABC261	dh067	1	0
ABC261	dh068	1	0
ABC261	dh069	1	0
ABC261	dh070	1	0
ABC261	dh071	0	1
ABC261	dh072	0	1
ABC261	dh073	1	0
ABC261	dh074	1	0
ABC261	dh075	0	1
ABC261	dh076	0	1
ABC261	dh077	0	1
ABC261	dh078	1	0
ABC261	dh079	0	1
ABC261	dh080	0	1
ABC261	dh081	1	0
ABC261	dh082	0	1
ABC261	dh083	0	1
ABC261	dh084	1	0
ABC261	dh085	1	0
ABC261	dh086	1	0
ABC261	dh087	0	1
ABC261	dh088	1	0
ABC261	dh089	0	1
ABC261	dh090	1	0
ABC261	dh091	0	1
ABC261	dh092	1	0
ABC261	dh093	0	1
ABC261	dh094	0	1
ABC261	dh095	0	1
ABC261	dh096	1	0
ABC261	dh097	1	0
ABC261	dh098	0	1
ABC261	dh099	1	0
ABC261	dh100	0	1
ABC261	dh101	0	1
ABC261	dh102	0	1
ABC261	dh103	1	0
ABC261	dh104	0	1
ABC261	dh105	0	1
ABC261	dh106	0	1
ABC261	dh107	1	0
ABC261	dh108	0	1
ABC261	dh109	1	0
ABC261	dh110	0	1
ABC261	dh111	1	0
ABC261	dh112	0	1
ABC261	dh113	0	1
ABC261	dh114	1	0
ABC261	dh115	1	0
ABC261	dh116	0	1
ABC261	dh117	0	1
ABC261	dh118	0	1
ABC261	dh119	0	1
ABC261	dh120	1	0
ABC261	dh121	1	0
ABC261	dh122	0	1
ABC261	dh123	0	1
ABC261	dh124	1	0
ABC261	dh125	1	0
ABC261	dh126	0	1
ABC261	dh127	1	0
ABC261	dh128	0	1
ABC261	dh129	1	0
ABC261	dh130	0	1
ABC261	dh131	0	1
ABC261	dh132	1	0
ABC261	dh133	1	0
ABC261	dh134	1	0
ABC261	dh135	1	0
ABC261	dh136	0	1
ABC261	dh137	1	0
ABC261	dh138	1	0
ABC261	dh139	1	0
ABC261	dh140	1	0
ABC261	dh141	0	1
ABC261	dh142	0	1
ABC261	dh143	1	0
ABC261	dh144	1	0
ABC261	dh145	1	0
ABC261	dh146	1	0
ABC261	dh147	1	0
ABC261	dh148	1	0
ABC261	dh149	1	0
ABC261	dh150	1	0
Cab2	dh001	1	0
Cab2	dh002	1	0
Cab2	dh003	0	1
Cab2	dh004	0	1
Cab2	dh005	0	1
Cab2	dh006	0	1
Cab2	dh007	1	0
Cab2	dh008	1	0
Cab2	dh009	0	1
Cab2	dh010	1	0
Cab2	dh011	1	0
Cab2	dh012	0	1
Cab2	dh013	1	0
Cab2	dh014	0	1
Cab2	dh015	1	0
Cab2	dh016	0	1
Cab2	dh017	0	1
Cab2	dh018	0	1
Cab2	dh019	0	1
Cab2	dh020	0	1
Cab2	dh021	1	0
Cab2	dh022	0	1
Cab2	dh023	0	1
Cab2	dh024	0	1
Cab2	dh025	0	1
Cab2	dh026	1	0
Cab2	dh027	0	1
Cab2	dh028	0	1
Cab2	dh029	1	0
Cab2	dh030	1	0
Cab2	dh031	1	0
Cab2	dh032	1	0
Cab2	dh033	1	0
Cab2	dh034	1	0
Cab2	dh035	0	1
Cab2	dh036	0	1
Cab2	dh037	0	1
Cab2	dh038	0	1
Cab2	dh039	0	1
Cab2	dh040	0	1
Cab2	dh041	1	0
Cab2	dh042	1	0
Cab2	dh043	1	0
Cab2	dh044	1	0
Cab2	dh045	0	1
Cab2	dh046	1	0
Cab2	dh047	1	0
Cab2	dh048	1	0
Cab2	dh049	0	1
Cab2	dh050	1	0
Cab2	dh051	1	0
Cab2	dh052	1	0
Cab2	dh053	1	0
Cab2	dh054	1	0
Cab2	dh055	0	1
Cab2	dh056	1	0
Cab2	dh057	1	0
Cab2	dh058	0	1
Cab2	dh059	1	0
Cab2	dh060	0	1
Cab2	dh061	0	1
Cab2	dh062	0	1
Cab2	dh063	1	0
Cab2	dh064	1	0
Cab2	dh065	1	0
Cab2	dh066	0	1
Cab2	dh067	1	0
Cab2	dh068	1	0
Cab2	dh069	1	0
Cab2	dh070	1	0
Cab2	dh071	0	1
Cab2	dh072	0	1
Cab2	dh073	1	0
Cab2	dh074	1	0
Cab2	dh075	0	1
Cab2	dh076	0	1
Cab2	dh077	0	1
Cab2	dh078	1	0
Cab2	dh079	0	1
Cab2	dh080	0	1
Cab2	dh081	0	1
Cab2	dh082	0	1
Cab2	dh083	0	1
Cab2	dh084	1	0
Cab2	dh085	1	0
Cab2	dh086	1	0
Cab2	dh087	0	1
Cab2	dh088	1	0
Cab2	dh089	0	1
Cab2	dh090	1	0
Cab2	dh091	0	1
Cab2	dh092	1	0
Cab2	dh093	0	1
Cab2	dh094	0	1
Cab2	dh095	0	1
Cab2	dh096	1	0
Cab2	dh097	1	0
Cab2	dh098	0	1
Cab2	dh099	1	0
Cab2	dh100	0	1
Cab2	dh101	0	1
Cab2	dh102	0	1
Cab2	dh103	1	0
Cab2	dh104	0	1
Cab2	dh105	0	1
Cab2	dh106	0	1
Cab2	dh107	1	0
Cab2	dh108	0	1
Cab2	dh109	1	0
Cab2	dh110	0	1
Cab2	dh111	1	0
Cab2	dh112	0	1
Cab2	dh113	0	1
Cab2	dh114	1	0
Cab2	dh115	1	0
Cab2	dh116	0	1
Cab2	dh117	0	1
Cab2	dh118	0	1
Cab2	dh119	0	1
Cab2	dh120	1	0
Cab2	dh121	1	0
Cab2	dh122	0	1
Cab2	dh123	0	1
Cab2	dh124	1	0
Cab2	dh125	1	0
Cab2	dh126	0	1
Cab2	dh127	1	0
Cab2	dh128	0	1
Cab2	dh129	1	0
Cab2	dh130	0	1
Cab2	dh131	0	1
Cab2	dh132	1	0
Cab2	dh133	1	0
Cab2	dh134	1	0
Cab2	dh135	1	0
Cab2	dh136	0	1
Cab2	dh137	1	0
Cab2	dh138	1	0
Cab2	dh139	1	0
Cab2	dh140	1	0
Cab2	dh141	0	1
Cab2	dh142	0	1
Cab2	dh143	1	0
Cab2	dh144	1	0
Cab2	dh145	1	0
Cab2	dh146	1	0
Cab2	dh147	1	0
Cab2	dh148	1	0
Cab2	dh149	1	0
Cab2	dh150	1	0
Aga7	dh001	1	0
Aga7	dh002	1	0
Aga7	dh003	0	1
Aga7	dh004	0	1
Aga7	dh005	0	1
Aga7	dh006	0	1
Aga7	dh007	1	0
Aga7	dh008	1	0
Aga7	dh009	0	1
Aga7	dh010	1	0
Aga7	dh011	1	0
Aga7	dh012	0	1
Aga7	dh013	1	0
Aga7	dh014	0	1
Aga7	dh015	1	0
Aga7	dh016	0	1
Aga7	dh017	0	1
Aga7	dh018	0	1
Aga7	dh019	0	1
Aga7	dh020	0	1
Aga7	dh021	1	0
Aga7	dh022	0	1
Aga7	dh023	0	1
Aga7	dh024	0	1
Aga7	dh025	0	1
Aga7	dh026	1	0
Aga7	dh027	0	1
Aga7	dh028	0	1
Aga7	dh029	1	0
Aga7	dh030	1	0
Aga7	dh031	1	0
Aga7	dh032	1	0
Aga7	dh033	1	0
Aga7	dh034	1	0
Aga7	dh035	0	1
Aga7	dh036	0	1
Aga7	dh037	0	1
Aga7	dh038	0	1
Aga7	dh039	1	0
Aga7	dh040	0	1
Aga7	dh041	1	0
Aga7	dh042	1	0
Aga7	dh043	1	0
Aga7	dh044	1	0
Aga7	dh045	0	1
Aga7	dh046	1	0
Aga7	dh047	1	0
Aga7	dh048	0	1
Aga7	dh049	0	1
Aga7	dh050	1	0
Aga7	dh051	1	0
Aga7	dh052	1	0
Aga7	dh053	0	1
Aga7	dh054	1	0
Aga7	dh055	0	1
Aga7	dh056	1	0
Aga7	dh057	1	0
Aga7	dh058	0	1
Aga7	dh059	1	0
Aga7	dh060	0	1
Aga7	dh061	0	1
Aga7	dh062	0	1
Aga7	dh063	1	0
Aga7	dh064	1	0
Aga7	dh065	1	0
Aga7	dh066	0	1
Aga7	dh067	1	0
Aga7	dh068	1	0
Aga7	dh069	1	0
Aga7	dh070	1	0
Aga7	dh071	0	1
Aga7	dh072	0	1
Aga7	dh073	1	0
Aga7	dh074	1	0
Aga7	dh075	0	1
Aga7	dh076	0	1
Aga7	dh077	0	1
Aga7	dh078	1	0
Aga7	dh079	0	1
Aga7	dh080	0	1
Aga7	dh081	0	1
Aga7	dh082	0	1
Aga7	dh083	0	1
Aga7	dh084	1	0
Aga7	dh085	1	0
Aga7	dh086	1	0
Aga7	dh087	0	1
Aga7	dh088	1	0
Aga7	dh089	0	1
Aga7	dh090	1	0
Aga7	dh091	0	1
Aga7	dh092	1	0
Aga7	dh093	0	1
Aga7	dh094	0	1
Aga7	dh095	0	1
Aga7	dh096	1	0
Aga7	dh097	1	0
Aga7	dh098	0	1
Aga7	dh099	1	0
Aga7	dh100	0	1
Aga7	dh101	0.574039	0.425961
Aga7	dh102	0	1
Aga7	dh103	1	0
Aga7	dh104	0	1
Aga7	dh105	0	1
Aga7	dh106	0	1
Aga7	dh107	1	0
Aga7	dh108	0	1
Aga7	dh109	1	0
Aga7	dh110	0	1
Aga7	dh111	1	0
Aga7	dh112	0	1
Aga7	dh113	0	1
Aga7	dh114	1	0
Aga7	dh115	1	0
Aga7	dh116	0	1
Aga7	dh117	0	1
Aga7	dh118	0	1
Aga7	dh119	0	1
Aga7	dh120	1	0
Aga7	dh121	1	0
Aga7	dh122	0	1
Aga7	dh123	1	0
Aga7	dh124	1	0
Aga7	dh125	1	0
Aga7	dh126	0	1
Aga7	dh127	1	0
Aga7	dh128	0	1
Aga7	dh129	1	0
Aga7	dh130	0	1
Aga7	dh131	0	1
Aga7	dh132	1	0
Aga7	dh133	1	0
Aga7	dh134	1	0
Aga7	dh135	1	0
Aga7	dh136	0	1
Aga7	dh137	1	0
Aga7	dh138	1	0
Aga7	dh139	1	0
Aga7	dh140	1	0
Aga7	dh141	0	1
Aga7	dh142	0	1
Aga7	dh143	1	0
Aga7	dh144	1	0
Aga7	dh145	1	0
Aga7	dh146	1	0
Aga7	dh147	1	0
Aga7	dh148	1	0
Aga7	dh149	1	0
Aga7	dh150	1	0
MWG912	dh001	1	0
MWG912	dh002	1	0
MWG912	dh003	0	1
MWG912	dh004	0	1
MWG912	dh005	0	1
MWG912	dh006	0	1
MWG912	dh007	1	0
MWG912	dh008	1	0
MWG912	dh009	0	1
MWG912	dh010	1	0
MWG912	dh011	1	0
MWG912	dh012	0	1
MWG912	dh013	1	0
MWG912	dh014	0	1
MWG912	dh015	1	0
MWG912	dh016	0	1
MWG912	dh017	0	1
MWG912	dh018	0	1
MWG912	dh019	0	1
MWG912	dh020	0	1
MWG912	dh021	1	0
MWG912	dh022	0	1
MWG912	dh023	0	1
MWG912	dh024	0	1
MWG912	dh025	0	1
MWG912	dh026	1	0
MWG912	dh027	0	1
MWG912	dh028	0	1
MWG912	dh029	1	0
MWG912	dh030	1	0
MWG912	dh031	1	0
MWG912	dh032	1	0
MWG912	dh033	1	0
MWG912	dh034	1	0
MWG912	dh035	0	1
MWG912	dh036	0	1
MWG912	dh037	0	1
MWG912	dh038	0	1
MWG912	dh039	1	0
MWG912	dh040	0	1
MWG912	dh041	1	0
MWG912	dh042	1	0
MWG912	dh043	1	0
MWG912	dh044	1	0
MWG912	dh045	0	1
MWG912	dh046	1	0
MWG912	dh047	1	0
MWG912	dh048	0	1
MWG912	dh049	0	1
MWG912	dh050	1	0
MWG912	dh051	1	0
MWG912	dh052	1	0
MWG912	dh053	0	1
MWG912	dh054	1	0
MWG912	dh055	0	1
MWG912	dh056	0	1
MWG912	dh057	1	0
MWG912	dh058	0	1
MWG912	dh059	1	0
MWG912	dh060	0	1
MWG912	dh061	0	1
MWG912	dh062	0	1
MWG912	dh063	1	0
MWG912	dh064	1	0
MWG912	dh065	1	0
MWG912	dh066	0	1
MWG912	dh067	1	0
MWG912	dh068	1	0
MWG912	dh069	1	0
MWG912	dh070	1	0
MWG912	dh071	0	1
MWG912	dh072	0	1
MWG912	dh073	1	0
MWG912	dh074	1	0
MWG912	dh075	0	1
MWG912	dh076	0	1
MWG912	dh077	0	1
MWG912	dh078	1	0
MWG912	dh079	0	1
MWG912	dh080	0	1
MWG912	dh081	0	1
MWG912	dh082	0	1
MWG912	dh083	0	1
MWG912	dh084	1	0
MWG912	dh085	1	0
MWG912	dh086	1	0
MWG912	dh087	0	1
MWG912	dh088	1	0
MWG912	dh089	0	1
MWG912	dh090	1	0
MWG912	dh091	0	1
MWG912	dh092	1	0
MWG912	dh093	0	1
MWG912	dh094	0	1
MWG912	dh095	0	1
MWG912	dh096	1	0
MWG912	dh097	1	0
MWG912	dh098	0	1
MWG912	dh099	1	0
MWG912	dh100	1	0
MWG912	dh101	1	0
MWG912	dh102	0	1
MWG912	dh103	1	0
MWG912	dh104	0	1
MWG912	dh105	0	1
MWG912	dh106	0	1
MWG912	dh107	1	0
MWG912	dh108	0	1
MWG912	dh109	1	0
MWG912	dh110	0	1
MWG912	dh111	1	0
MWG912	dh112	0	1
MWG912	dh113	0	1
MWG912	dh114	1	0
MWG912	dh115	1	0
MWG912	dh116	1	0
MWG912	dh117	0	1
MWG912	dh118	0	1
MWG912	dh119	0	1
MWG912	dh120	1	0
MWG912	dh121	1	0
MWG912	dh122	0	1
MWG912	dh123	1	0
MWG912	dh124	1	0
MWG912	dh125	1	0
MWG912	dh126	0	1
MWG912	dh127	1	0
MWG912	dh128	0	1
MWG912	dh129	1	0
MWG912	dh130	0	1
MWG912	dh131	0	1
MWG912	dh132	1	0
MWG912	dh133	1	0
MWG912	dh134	1	0
MWG912	dh135	1	0
MWG912	dh136	0	1
MWG912	dh137	1	0
MWG912	dh138	1	0
MWG912	dh139	1	0
MWG912	dh140	1	0
MWG912	dh141	0	1
MWG912	dh142	0	1
MWG912	dh143	1	0
MWG912	dh144	1	0
MWG912	dh145	1	0
MWG912	dh146	1	0
MWG912	dh147	1	0
MWG912	dh148	1	0
MWG912	dh149	1	0
MWG912	dh150	1	0
ABG387A	dh001	1	0
ABG387A	dh002	1	0
ABG387A	dh003	0	1
ABG387A	dh004	0	1
ABG387A	dh005	0	1
ABG387A	dh006	0	1
ABG387A	dh007	1	0
ABG387A	dh008	1	0
ABG387A	dh009	0	1
ABG387A	dh010	1	0
ABG387A	dh011	1	0
ABG387A	dh012	0	1
ABG387A	dh013	0	1
ABG387A	dh014	0	1
ABG387A	dh015	0.956966	0.043034
ABG387A	dh016	0	1
ABG387A	dh017	0	1
ABG387A	dh018	0	1
ABG387A	dh019	0	1
ABG387A	dh020	0	1
ABG387A	dh021	1	0
ABG387A	dh022	0	1
ABG387A	dh023	0	1
ABG387A	dh024	0	1
ABG387A	dh025	0	1
ABG387A	dh026	1	0
ABG387A	dh027	0	1
ABG387A	dh028	0	1
ABG387A	dh029	1	0
ABG387A	dh030	1	0
ABG387A	dh031	1	0
ABG387A	dh032	1	0
ABG387A	dh033	0	1
ABG387A	dh034	1	0
ABG387A	dh035	0	1
ABG387A	dh036	0	1
ABG387A	dh037	0	1
ABG387A	dh038	0	1
ABG387A	dh039	1	0
ABG387A	dh040	0	1
ABG387A	dh041	1	0
ABG387A	dh042	1	0
ABG387A	dh043	1	0
ABG387A	dh044	1	0
ABG387A	dh045	0	1
ABG387A	dh046	1	0
ABG387A	dh047	1	0
ABG387A	dh048	0	1
ABG387A	dh049	0	1
ABG387A	dh050	1	0
ABG387A	dh051	1	0
ABG387A	dh052	1	0
ABG387A	dh053	0	1
ABG387A	dh054	1	0
ABG387A	dh055	0	1
ABG387A	dh056	0	1
ABG387A	dh057	1	0
ABG387A	dh058	0	1
ABG387A	dh059	1	0
ABG387A	dh060	0	1
ABG387A	dh061	0	1
ABG387A	dh062	0	1
ABG387A	dh063	1	0
ABG387A	dh064	1	0
ABG387A	dh065	1	0
ABG387A	dh066	0	1
ABG387A	dh067	1	0
ABG387A	dh068	1	0
ABG387A	dh069	1	0
ABG387A	dh070	1	0
ABG387A	dh071	0	1
ABG387A	dh072	0	1
ABG387A	dh073	1	0
ABG387A	dh074	1	0
ABG387A	dh075	0	1
ABG387A	dh076	0	1
ABG387A	dh077	0	1
ABG387A	dh078	1	0
ABG387A	dh079	0	1
ABG387A	dh080	0	1
ABG387A	dh081	0	1
ABG387A	dh082	0	1
ABG387A	dh083	0.043034	0.956966
ABG387A	dh084	0.956966	0.043034
ABG387A	dh085	1	0
ABG387A	dh086	1	0
ABG387A	dh087	0	1
ABG387A	dh088	1	0
ABG387A	dh089	0	1
ABG387A	dh090	1	0
ABG387A	dh091	0	1
ABG387A	dh092	0.956966	0.043034
ABG387A	dh093	0	1
ABG387A	dh094	0	1
ABG387A	dh095	0	1
ABG387A	dh096	1	0
ABG387A	dh097	1	0
ABG387A	dh098	0	1
ABG387A	dh099	1	0
ABG387A	dh100	1	0
ABG387A	dh101	1	0
ABG387A	dh102	0.043034	0.956966
ABG387A	dh103	1	0
ABG387A	dh104	0.043034	0.956966
ABG387A	dh105	0	1
ABG387A	dh106	0	1
ABG387A	dh107	1	0
ABG387A	dh108	0	1
ABG387A	dh109	0.956966	0.043034
ABG387A	dh110	0	1
ABG387A	dh111	1	0
ABG387A	dh112	0	1
ABG387A	dh113	0	1
ABG387A	dh114	0	1
ABG387A	dh115	1	0
ABG387A	dh116	1	0
ABG387A	dh117	0.043034	0.956966
ABG387A	dh118	0	1
ABG387A	dh119	0	1
ABG387A	dh120	1	0
ABG387A	dh121	1	0
ABG387A	dh122	0	1
ABG387A	dh123	1	0
ABG387A	dh124	1	0
ABG387A	dh125	1	0
ABG387A	dh126	0	1
ABG387A	dh127	1	0
ABG387A	dh128	0	1
ABG387A	dh129	1	0
ABG387A	dh130	0	1
ABG387A	dh131	0	1
ABG387A	dh132	1	0
ABG387A	dh133	1	0
ABG387A	dh134	1	0
ABG387A	dh135	1	0
ABG387A	dh136	0	1
ABG387A	dh137	1	0
ABG387A	dh138	1	0
ABG387A	dh139	1	0
ABG387A	dh140	1	0
ABG387A	dh141	0	1
ABG387A	dh142	1	0
ABG387A	dh143	1	0
ABG387A	dh144	1	0
ABG387A	dh145	1	0
ABG387A	dh146	1	0
ABG387A	dh147	1	0
ABG387A	dh148	1	0
ABG387A	dh149	1	0
ABG387A	dh150	1	0
psr167	dh001	1	0
psr167	dh002	0	1
psr167	dh003	0	1
psr167	dh004	0	1
psr167	dh005	1	0
psr167	dh006	1	0
psr167	dh007	0	1
psr167	dh008	0	1
psr167	dh009	1	0
psr167	dh010	0	1
psr167	dh011	0	1
psr167	dh012	0	1
psr167	dh013	0	1
psr167	dh014	0	1
psr167	dh015	0	1
psr167	dh016	0	1
psr167	dh017	0	1
psr167	dh018	0	1
psr167	dh019	0	1
psr167	dh020	0	1
psr167	dh021	1	0
psr167	dh022	1	0
psr167	dh023	0	1
psr167	dh024	1	0
psr167	dh025	1	0
psr167	dh026	0	1
psr167	dh027	1	0
psr167	dh028	0	1
psr167	dh029	0	1
psr167	dh030	1	0
psr167	dh031	0	1
psr167	dh032	1	0
psr167	dh033	1	0
psr167	dh034	0	1
psr167	dh035	1	0
psr167	dh036	1	0
psr167	dh037	1	0
psr167	dh038	1	0
psr167	dh039	0	1
psr167	dh040	1	0
psr167	dh041	1	0
psr167	dh042	0	1
psr167	dh043	1	0
psr167	dh044	0	1
psr167	dh045	0	1
psr167	dh046	1	0
psr167	dh047	1	0
psr167	dh048	0	1
psr167	dh049	0	1
psr167	dh050	0	1
psr167	dh051	0	1
psr167	dh052	0	1
psr167	dh053	1	0
psr167	dh054	1	0
psr167	dh055	1	0
psr167	dh056	0	1
psr167	dh057	0	1
psr167	dh058	1	0
psr167	dh059	0	1
psr167	dh060	1	0
psr167	dh061	0	1
psr167	dh062	1	0
psr167	dh063	0	1
psr167	dh064	0	1
psr167	dh065	0	1
psr167	dh066	0	1
psr167	dh067	0	1
psr167	dh068	0	1
psr167	dh069	1	0
psr167	dh070	0	1
psr167	dh071	1	0
psr167	dh072	0	1
psr167	dh073	0	1
psr167	dh074	1	0
psr167	dh075	1	0
psr167	dh076	1	0
psr167	dh077	0	1
psr167	dh078	0	1
psr167	dh079	0	1
psr167	dh080	0	1
psr167	dh081	1	0
psr167	dh082	1	0
psr167	dh083	1	0
psr167	dh084	1	0
psr167	dh085	1	0
psr167	dh086	0	1
psr167	dh087	1	0
psr167	dh088	0	1
psr167	dh089	1	0
psr167	dh090	1	0
psr167	dh091	0	1
psr167	dh092	1	0
psr167	dh093	0	1
psr167	dh094	1	0
psr167	dh095	0	1
psr167	dh096	1	0
psr167	dh097	1	0
psr167	dh098	1	0
psr167	dh099	1	0
psr167	dh100	1	0
psr167	dh101	1	0
psr167	dh102	0	1
psr167	dh103	1	0
psr167	dh104	1	0
psr167	dh105	1	0
psr167	dh106	1	0
psr167	dh107	1	0
psr167	dh108	0	1
psr167	dh109	0	1
psr167	dh110	1	0
psr167	dh111	1	0
psr167	dh112	1	0
psr167	dh113	0	1
psr167	dh114	0	1
psr167	dh115	1	0
psr167	dh116	1	0
psr167	dh117	0	1
psr167	dh118	0	1
psr167	dh119	0	1
psr167	dh120	1	0
psr167	dh121	0	1
psr167	dh122	1	0
psr167	dh123	1	0
psr167	dh124	0	1
psr167	dh125	0	1
psr167	dh126	0	1
psr167	dh127	0	1
psr167	dh128	1	0
psr167	dh129	0	1
psr167	dh130	0	1
psr167	dh131	1	0
psr167	dh132	0	1
psr167	dh133	1	0
psr167	dh134	0	1
psr167	dh135	0	1
psr167	dh136	1	0
psr167	dh137	0	1
psr167	dh138	0	1
psr167	dh139	0	1
psr167	dh140	1	0
psr167	dh141	0	1
psr167	dh142	1	0
psr167	dh143	1	0
psr167	dh144	0	1
psr167	dh145	1	0
psr167	dh146	0	1
psr167	dh147	1	0
psr167	dh148	0	1
psr167	dh149	1	0
psr167	dh150	1	0
nar1	dh001	1	0
nar1	dh002	0	1
nar1	dh003	0	1
nar1	dh004	0	1
nar1	dh005	1	0
nar1	dh006	1	0
nar1	dh007	0	1
nar1	dh008	0	1
nar1	dh009	1	0
nar1	dh010	0	1
nar1	dh011	0	1
nar1	dh012	1	0
nar1	dh013	0	1
nar1	dh014	0	1
nar1	dh015	0	1
nar1	dh016	0	1
nar1	dh017	0	1
nar1	dh018	0	1
nar1	dh019	1	0
nar1	dh020	0	1
nar1	dh021	1	0
nar1	dh022	1	0
nar1	dh023	0	1
nar1	dh024	1	0
nar1	dh025	1	0
nar1	dh026	0	1
nar1	dh027	1	0
nar1	dh028	0	1
nar1	dh029	0	1
nar1	dh030	1	0
nar1	dh031	0	1
nar1	dh032	1	0
nar1	dh033	1	0
nar1	dh034	0	1
nar1	dh035	1	0
nar1	dh036	1	0
nar1	dh037	1	0
nar1	dh038	1	0
nar1	dh039	0	1
nar1	dh040	1	0
nar1	dh041	1	0
nar1	dh042	0	1
nar1	dh043	1	0
nar1	dh044	0	1
nar1	dh045	0	1
nar1	dh046	1	0
nar1	dh047	1	0
nar1	dh048	0	1
nar1	dh049	0	1
nar1	dh050	0	1
nar1	dh051	0	1
nar1	dh052	0	1
nar1	dh053	1	0
nar1	dh054	1	0
nar1	dh055	1	0
nar1	dh056	0	1
nar1	dh057	0	1
nar1	dh058	1	0
nar1	dh059	0	1
nar1	dh060	1	0
nar1	dh061	0	1
nar1	dh062	1	0
nar1	dh063	0	1
nar1	dh064	0	1
nar1	dh065	0	1
nar1	dh066	1	0
nar1	dh067	1	0
nar1	dh068	0	1
nar1	dh069	1	0
nar1	dh070	0	1
nar1	dh071	1	0
nar1	dh072	0	1
nar1	dh073	0	1
nar1	dh074	1	0
nar1	dh075	1	0
nar1	dh076	1	0
nar1	dh077	0	1
nar1	dh078	0	1
nar1	dh079	0	1
nar1	dh080	0	1
nar1	dh081	1	0
nar1	dh082	1	0
nar1	dh083	1	0
nar1	dh084	1	0
nar1	dh085	1	0
nar1	dh086	0	1
nar1	dh087	1	0
nar1	dh088	0	1
nar1	dh089	1	0
nar1	dh090	1	0
nar1	dh091	0	1
nar1	dh092	1	0
nar1	dh093	0	1
nar1	dh094	1	0
nar1	dh095	0	1
nar1	dh096	1	0
nar1	dh097	1	0
nar1	dh098	1	0
nar1	dh099	1	0
nar1	dh100	1	0
nar1	dh101	1	0
nar1	dh102	1	0
nar1	dh103	1	0
nar1	dh104	1	0
nar1	dh105	1	0
nar1	dh106	1	0
nar1	dh107	1	0
nar1	dh108	0	1
nar1	dh109	0	1
nar1	dh110	1	0
nar1	dh111	0	1
nar1	dh112	1	0
nar1	dh113	0	1
nar1	dh114	0	1
nar1	dh115	1	0
nar1	dh116	1	0
nar1	dh117	0	1
nar1	dh118	0	1
nar1	dh119	0	1
nar1	dh120	1	0
nar1	dh121	0	1
nar1	dh122	1	0
nar1	dh123	1	0
nar1	dh124	0	1
nar1	dh125	0	1
nar1	dh126	0	1
nar1	dh127	0	1
nar1	dh128	1	0
nar1	dh129	0	1
nar1	dh130	0	1
nar1	dh131	1	0
nar1	dh132	1	0
nar1	dh133	1	0
nar1	dh134	0	1
nar1	dh135	0	1
nar1	dh136	0	1
nar1	dh137	0	1
nar1	dh138	0	1
nar1	dh139	0	1
nar1	dh140	1	0
nar1	dh141	0	1
nar1	dh142	1	0
nar1	dh143	1	0
nar1	dh144	1	0
nar1	dh145	1	0
nar1	dh146	0	1
nar1	dh147	1	0
nar1	dh148	0	1
nar1	dh149	1	0
nar1	dh150	1	0
abg378	dh001	1	0
abg378	dh002	0	1
abg378	dh003	0	1
abg378	dh004	0	1
abg378	dh005	1	0
abg378	dh006	1	0
abg378	dh007	0	1
abg378	dh008	0	1
abg378	dh009	1	0
abg378	dh010	0	1
abg378	dh011	0	1
abg378	dh012	1	0
abg378	dh013	0	1
abg378	dh014	0	1
abg378	dh015	0	1
abg378	dh016	0	1
abg378	dh017	0	1
abg378	dh018	0	1
abg378	dh019	1	0
abg378	dh020	0	1
abg378	dh021	1	0
abg378	dh022	1	0
abg378	dh023	0	1
abg378	dh024	1	0
abg378	dh025	1	0
abg378	dh026	0	1
abg378	dh027	1	0
abg378	dh028	0	1
abg378	dh029	0	1
abg378	dh030	1	0
abg378	dh031	0	1
abg378	dh032	1	0
abg378	dh033	1	0
abg378	dh034	0	1
abg378	dh035	0	1
abg378	dh036	1	0
abg378	dh037	1	0
abg378	dh038	1	0
abg378	dh039	0	1
abg378	dh040	0	1
abg378	dh041	1	0
abg378	dh042	0	1
abg378	dh043	1	0
abg378	dh044	0	1
abg378	dh045	0	1
abg378	dh046	1	0
abg378	dh047	1	0
abg378	dh048	0	1
abg378	dh049	0	1
abg378	dh050	0	1
abg378	dh051	0	1
abg378	dh052	0	1
abg378	dh053	1	0
abg378	dh054	1	0
abg378	dh055	1	0
abg378	dh056	1	0
abg378	dh057	0	1
abg378	dh058	1	0
abg378	dh059	0	1
abg378	dh060	1	0
abg378	dh061	0	1
abg378	dh062	1	0
